Day	Time	Open	High	Low	Close	Volume
1.05.2019	05:08	5.96449	5.96450	5.96449	5.96450	22200000286
1.05.2019	05:09	5.96449	5.96450	5.96449	5.96449	18500000238
1.05.2019	05:10	5.96449	5.96450	5.96449	5.96450	11100000143
1.05.2019	05:11	5.96449	5.96449	5.96449	5.96449	11100000143
1.05.2019	05:12	5.96390	5.96450	5.96390	5.96449	25999999046
1.05.2019	05:13	5.96450	5.96450	5.96450	5.96450	11100000143
1.05.2019	05:14	5.96390	5.96450	5.96390	5.96450	25999999046
1.05.2019	05:15	5.96450	5.96450	5.96450	5.96450	7400000095
1.05.2019	05:16	5.96391	5.96391	5.96276	5.96390	18700000048
1.05.2019	05:17	5.96449	5.96450	5.96449	5.96449	11100000143
1.05.2019	05:18	5.96449	5.96449	5.96449	5.96449	7400000095
1.05.2019	05:19	5.96391	5.96391	5.96391	5.96391	750000
1.05.2019	05:20	5.96276	5.96450	5.96276	5.96449	22300000191
1.05.2019	05:21	5.96449	5.96450	5.96449	5.96449	37000000477
1.05.2019	05:22	5.96450	5.96450	5.96449	5.96450	14800000191
1.05.2019	05:23	5.96449	5.96450	5.96449	5.96450	14800000191
1.05.2019	05:24	5.96449	5.96450	5.96449	5.96450	7400000095
1.05.2019	05:25	5.96449	5.96450	5.96449	5.96450	14800000191
1.05.2019	05:26	5.96449	5.96449	5.96449	5.96449	11100000143
1.05.2019	05:27	5.96391	5.96450	5.96276	5.96450	22400000095
1.05.2019	05:28	5.96449	5.96450	5.96449	5.96450	22200000286
1.05.2019	05:29	5.96450	5.96450	5.96391	5.96391	14900000095
1.05.2019	05:30	5.96450	5.96450	5.96450	5.96450	11100000143
1.05.2019	05:31	5.96450	5.96450	5.96450	5.96450	7400000095
1.05.2019	05:32	5.96390	5.96390	5.96390	5.96390	750000
1.05.2019	05:33	5.96449	5.96450	5.96449	5.96449	22200000286
1.05.2019	05:34	5.96450	5.96450	5.96450	5.96450	11100000143
1.05.2019	05:35	5.96450	5.96450	5.96449	5.96449	11100000143
1.05.2019	05:36	5.96450	5.96450	5.96449	5.96450	33299999237
1.05.2019	05:37	5.96450	5.96450	5.96450	5.96450	3700000048
1.05.2019	05:38	5.96450	5.96450	5.96449	5.96450	18500000238
1.05.2019	05:39	5.96450	5.96450	5.96449	5.96450	18500000238
1.05.2019	05:40	5.96449	5.96449	5.96449	5.96449	3700000048
1.05.2019	05:41	5.96449	5.96449	5.96449	5.96449	7400000095
1.05.2019	05:42	5.96450	5.96450	5.96449	5.96449	22200000286
1.05.2019	05:43	5.96449	5.96450	5.96449	5.96449	18500000238
1.05.2019	05:44	5.96450	5.96450	5.96449	5.96449	22200000286
1.05.2019	05:45	5.96449	5.96450	5.96449	5.96450	18500000238
1.05.2019	05:46	5.96450	5.96450	5.96449	5.96450	33299999237
1.05.2019	05:47	5.96449	5.96449	5.96449	5.96449	11100000143
1.05.2019	05:48	5.96450	5.96450	5.96449	5.96450	18500000238
1.05.2019	05:49	5.96449	5.96450	5.96449	5.96450	11100000143
1.05.2019	05:50	5.96449	5.96450	5.96449	5.96450	25899999142
1.05.2019	05:51	5.96450	5.96450	5.96449	5.96449	7400000095
1.05.2019	05:52	5.96449	5.96450	5.96449	5.96450	14800000191
1.05.2019	05:53	5.96449	5.96449	5.96449	5.96449	11100000143
1.05.2019	05:54	5.96450	5.96450	5.96449	5.96449	11100000143
1.05.2019	05:55	5.96449	5.96450	5.96449	5.96449	33299999237
1.05.2019	05:56	5.96449	5.96450	5.96449	5.96449	14800000191
1.05.2019	05:57	5.96449	5.96449	5.96449	5.96449	7400000095
1.05.2019	05:58	5.96449	5.96449	5.96401	5.96401	14900000095
1.05.2019	05:59	5.96449	5.96450	5.96449	5.96450	14800000191
1.05.2019	06:00	5.96449	5.96450	5.96449	5.96449	33299999237
1.05.2019	06:01	5.96450	5.96450	5.96449	5.96450	25899999142
1.05.2019	06:02	5.96449	5.96450	5.96449	5.96450	14800000191
1.05.2019	06:03	5.96449	5.96450	5.96449	5.96450	14800000191
1.05.2019	06:04	5.96449	5.96450	5.96449	5.96449	18500000238
1.05.2019	06:05	5.96449	5.96450	5.96449	5.96450	55500001907
1.05.2019	06:06	5.96449	5.96450	5.96449	5.96450	14800000191
1.05.2019	06:07	5.96449	5.96449	5.96449	5.96449	11100000143
1.05.2019	06:08	5.96460	5.96460	5.96449	5.96449	22200000286
1.05.2019	06:09	5.96450	5.96450	5.96450	5.96450	22200000286
1.05.2019	06:10	5.96450	5.96450	5.96450	5.96450	7400000095
1.05.2019	06:11	5.96449	5.96450	5.96449	5.96450	14800000191
1.05.2019	06:12	5.96450	5.96450	5.96439	5.96440	22200000286
1.05.2019	06:13	5.96440	5.96440	5.96439	5.96440	14800000191
1.05.2019	06:14	5.96439	5.96440	5.96439	5.96439	18500000238
1.05.2019	06:15	5.96417	5.96440	5.96359	5.96359	137600002289
1.05.2019	06:16	5.96359	5.96419	5.96329	5.96330	111000003815
1.05.2019	06:17	5.96329	5.96359	5.96329	5.96330	40700001717
1.05.2019	06:18	5.96329	5.96349	5.96329	5.96329	37000000477
1.05.2019	06:19	5.96330	5.96330	5.96329	5.96329	25899999142
1.05.2019	06:20	5.96330	5.96330	5.96330	5.96330	11100000143
1.05.2019	06:21	5.96329	5.96329	5.96329	5.96329	11100000143
1.05.2019	06:22	5.96330	5.96350	5.96329	5.96330	33299999237
1.05.2019	06:23	5.96330	5.96342	5.96320	5.96320	51799998283
1.05.2019	06:24	5.96319	5.96320	5.96319	5.96319	25899999142
1.05.2019	06:25	5.96319	5.96319	5.96319	5.96319	7400000095
1.05.2019	06:26	5.96320	5.96320	5.96320	5.96320	11100000143
1.05.2019	06:27	5.96295	5.96295	5.96169	5.96294	2250000
1.05.2019	06:28	5.96320	5.96320	5.96320	5.96320	11100000143
1.05.2019	06:29	5.96294	5.96295	5.96170	5.96295	2250000
1.05.2019	06:30	5.96169	5.96294	5.96169	5.96294	1500000
1.05.2019	06:31	5.96169	5.96295	5.96169	5.96295	1500000
1.05.2019	06:32	5.96294	5.96294	5.96294	5.96294	750000
1.05.2019	06:33	5.96303	5.96303	5.96297	5.96297	11100000143
1.05.2019	06:34	5.96294	5.96294	5.96195	5.96294	2250000
1.05.2019	06:35	5.96196	5.96294	5.96196	5.96294	1500000
1.05.2019	06:36	5.96297	5.96297	5.96297	5.96297	11100000143
1.05.2019	06:37	5.96293	5.96293	5.96293	5.96293	750000
1.05.2019	06:38	5.96169	5.96294	5.96169	5.96294	1500000
1.05.2019	06:39	5.96169	5.96293	5.96169	5.96293	1500000
1.05.2019	06:40	5.96293	5.96293	5.96293	5.96293	0
1.05.2019	06:41	5.96296	5.96296	5.96296	5.96296	11100000143
1.05.2019	06:42	5.96294	5.96294	5.96199	5.96293	18700000048
1.05.2019	06:43	5.96198	5.96294	5.96198	5.96294	11200000048
1.05.2019	06:44	5.96170	5.96293	5.96170	5.96293	1500000
1.05.2019	06:45	5.96169	5.96293	5.96169	5.96293	1500000
1.05.2019	06:46	5.96200	5.96293	5.96200	5.96293	11200000048
1.05.2019	06:47	5.96293	5.96293	5.96293	5.96293	0
1.05.2019	06:48	5.96170	5.96294	5.96170	5.96294	1500000
1.05.2019	06:49	5.96170	5.96294	5.96170	5.96294	1500000
1.05.2019	06:50	5.96170	5.96293	5.96170	5.96293	1500000
1.05.2019	06:51	5.96170	5.96293	5.96170	5.96293	1500000
1.05.2019	06:52	5.96170	5.96294	5.96170	5.96294	1500000
1.05.2019	06:53	5.96169	5.96294	5.96169	5.96294	1500000
1.05.2019	06:54	5.96170	5.96293	5.96170	5.96293	1500000
1.05.2019	06:55	5.96169	5.96294	5.96169	5.96294	1500000
1.05.2019	06:56	5.96169	5.96294	5.96169	5.96294	1500000
1.05.2019	06:57	5.96233	5.96298	5.96233	5.96298	14900000095
1.05.2019	06:58	5.96298	5.96298	5.96296	5.96296	11100000143
1.05.2019	06:59	5.96296	5.96296	5.96294	5.96294	14900000095
1.05.2019	07:00	5.96247	5.96293	5.96247	5.96293	11200000048
1.05.2019	07:01	5.96246	5.96294	5.96246	5.96294	11200000048
1.05.2019	07:02	5.96247	5.96293	5.96247	5.96293	11200000048
1.05.2019	07:03	5.96291	5.96350	5.96291	5.96350	40900001526
1.05.2019	07:04	5.96349	5.96350	5.96349	5.96350	14800000191
1.05.2019	07:05	5.96349	5.96349	5.96349	5.96349	11100000143
1.05.2019	07:06	5.96294	5.96332	5.96149	5.96149	85200004578
1.05.2019	07:07	5.96170	5.96410	5.95907	5.96410	259200000763
1.05.2019	07:08	5.96410	5.96410	5.96409	5.96409	199799995422
1.05.2019	07:09	5.96409	5.96410	5.96389	5.96410	51799998283
1.05.2019	07:10	5.96410	5.96410	5.96409	5.96410	44400000572
1.05.2019	07:11	5.96409	5.96410	5.96409	5.96410	14800000191
1.05.2019	07:12	5.96409	5.96410	5.96409	5.96410	14800000191
1.05.2019	07:13	5.96410	5.96410	5.96404	5.96404	44600000381
1.05.2019	07:14	5.96404	5.96404	5.96404	5.96404	1500000
1.05.2019	07:15	5.96404	5.96404	5.96313	5.96403	56199998856
1.05.2019	07:16	5.96404	5.96404	5.96402	5.96402	4500000
1.05.2019	07:17	5.96402	5.96403	5.96361	5.96395	9000000
1.05.2019	07:18	5.96396	5.96410	5.96352	5.96354	108299999237
1.05.2019	07:19	5.96354	5.96354	5.96352	5.96352	2250000
1.05.2019	07:20	5.96351	5.96351	5.96343	5.96343	3000000
1.05.2019	07:21	5.96346	5.96409	5.96340	5.96371	119899997711
1.05.2019	07:22	5.96372	5.96372	5.96372	5.96372	1500000
1.05.2019	07:23	5.96330	5.96409	5.96330	5.96352	52399997711
1.05.2019	07:24	5.96354	5.96354	5.96354	5.96354	1500000
1.05.2019	07:25	5.96349	5.96354	5.96349	5.96354	33699998856
1.05.2019	07:26	5.96349	5.96386	5.96349	5.96359	59699997902
1.05.2019	07:27	5.96360	5.96409	5.96349	5.96359	66999998093
1.05.2019	07:28	5.96360	5.96409	5.96359	5.96359	25999999046
1.05.2019	07:29	5.96359	5.96359	5.96300	5.96330	89799995422
1.05.2019	07:30	5.96328	5.96329	5.96324	5.96329	4500000
1.05.2019	07:31	5.96335	5.96410	5.96331	5.96409	70900001526
1.05.2019	07:32	5.96409	5.96410	5.96409	5.96410	14800000191
1.05.2019	07:33	5.96410	5.96410	5.96409	5.96409	7400000095
1.05.2019	07:34	5.96409	5.96410	5.96409	5.96409	11100000143
1.05.2019	07:35	5.96410	5.96410	5.96409	5.96410	18500000238
1.05.2019	07:36	5.96409	5.96409	5.96386	5.96386	14800000191
1.05.2019	07:37	5.96352	5.96352	5.96352	5.96352	750000
1.05.2019	07:38	5.96352	5.96352	5.96330	5.96352	3750000
1.05.2019	07:39	5.96298	5.96353	5.96298	5.96353	48699998856
1.05.2019	07:40	5.96353	5.96355	5.96351	5.96354	4500000
1.05.2019	07:41	5.96354	5.96354	5.96351	5.96351	2250000
1.05.2019	07:42	5.96330	5.96351	5.96330	5.96351	2250000
1.05.2019	07:43	5.96351	5.96351	5.96218	5.96351	48699998856
1.05.2019	07:44	5.96351	5.96351	5.96329	5.96350	3000000
1.05.2019	07:45	5.96330	5.96353	5.96330	5.96352	4500000
1.05.2019	07:46	5.96400	5.96400	5.96399	5.96399	14800000191
1.05.2019	07:47	5.96399	5.96399	5.96360	5.96360	11100000143
1.05.2019	07:48	5.96377	5.96400	5.96323	5.96343	145799999237
1.05.2019	07:49	5.96341	5.96359	5.96328	5.96342	168700008392
1.05.2019	07:50	5.96340	5.96390	5.96295	5.96295	194799995422
1.05.2019	07:51	5.96294	5.96380	5.96271	5.96271	123400001526
1.05.2019	07:52	5.96273	5.96273	5.96273	5.96273	3750000
1.05.2019	07:53	5.96286	5.96289	5.96283	5.96283	63699998856
1.05.2019	07:54	5.96283	5.96284	5.96240	5.96284	18700000048
1.05.2019	07:55	5.96283	5.96283	5.96283	5.96283	1500000
1.05.2019	07:56	5.96239	5.96350	5.96239	5.96350	96999998093
1.05.2019	07:57	5.96349	5.96360	5.96309	5.96310	51900000572
1.05.2019	07:58	5.96310	5.96359	5.96309	5.96310	29600000381
1.05.2019	07:59	5.96310	5.96359	5.96309	5.96319	70300002098
1.05.2019	08:00	5.96319	5.96320	5.96319	5.96320	14800000191
1.05.2019	08:01	5.96320	5.96320	5.96319	5.96319	18500000238
1.05.2019	08:02	5.96320	5.96343	5.96309	5.96309	51799998283
1.05.2019	08:03	5.96309	5.96360	5.96299	5.96300	66999998093
1.05.2019	08:04	5.96306	5.96308	5.96302	5.96302	5250000
1.05.2019	08:05	5.96302	5.96354	5.96299	5.96307	59899997711
1.05.2019	08:06	5.96304	5.96360	5.96296	5.96296	108500003815
1.05.2019	08:07	5.96296	5.96296	5.96296	5.96296	750000
1.05.2019	08:08	5.96279	5.96300	5.96279	5.96295	59899997711
1.05.2019	08:09	5.96295	5.96360	5.96290	5.96290	157299995422
1.05.2019	08:10	5.96289	5.96340	5.96287	5.96304	86199998856
1.05.2019	08:11	5.96300	5.96345	5.96291	5.96298	9000000
1.05.2019	08:12	5.96296	5.96296	5.96296	5.96296	1500000
1.05.2019	08:13	5.96249	5.96340	5.96249	5.96296	67300000191
1.05.2019	08:14	5.96296	5.96296	5.96250	5.96295	33699998856
1.05.2019	08:15	5.96250	5.96296	5.96250	5.96296	26199998856
1.05.2019	08:16	5.96250	5.96296	5.96250	5.96296	26199998856
1.05.2019	08:17	5.96340	5.96340	5.96292	5.96292	48699998856
1.05.2019	08:18	5.96270	5.96292	5.96270	5.96292	18700000048
1.05.2019	08:19	5.96204	5.96292	5.96204	5.96292	1500000
1.05.2019	08:20	5.96204	5.96293	5.96204	5.96293	1500000
1.05.2019	08:21	5.96293	5.96293	5.96291	5.96291	3750000
1.05.2019	08:22	5.96291	5.96291	5.96269	5.96291	26199998856
1.05.2019	08:23	5.96291	5.96292	5.96269	5.96292	18700000048
1.05.2019	08:24	5.96292	5.96292	5.96202	5.96290	48699998856
1.05.2019	08:25	5.96290	5.96292	5.96290	5.96292	4500000
1.05.2019	08:26	5.96292	5.96292	5.96270	5.96291	48699998856
1.05.2019	08:27	5.96286	5.96344	5.96284	5.96291	404199981689
1.05.2019	08:28	5.96291	5.96337	5.96277	5.96277	115900001526
1.05.2019	08:29	5.96275	5.96332	5.96273	5.96278	100799999237
1.05.2019	08:30	5.96278	5.96325	5.96271	5.96271	59899997711
1.05.2019	08:31	5.96232	5.96272	5.96232	5.96272	11200000048
1.05.2019	08:32	5.96234	5.96272	5.96234	5.96271	18700000048
1.05.2019	08:33	5.96269	5.96271	5.96269	5.96271	1500000
1.05.2019	08:34	5.96238	5.96270	5.96238	5.96270	11200000048
1.05.2019	08:35	5.96238	5.96270	5.96238	5.96270	11200000048
1.05.2019	08:36	5.96162	5.96272	5.96162	5.96272	1500000
1.05.2019	08:37	5.96161	5.96271	5.96161	5.96271	2250000
1.05.2019	08:38	5.96329	5.96329	5.96276	5.96276	33699998856
1.05.2019	08:39	5.96239	5.96275	5.96239	5.96275	1500000
1.05.2019	08:40	5.96275	5.96275	5.96275	5.96275	0
1.05.2019	08:41	5.96240	5.96276	5.96240	5.96276	1500000
1.05.2019	08:42	5.96239	5.96275	5.96239	5.96275	1500000
1.05.2019	08:43	5.96240	5.96276	5.96240	5.96276	1500000
1.05.2019	08:44	5.96240	5.96276	5.96240	5.96276	11200000048
1.05.2019	08:45	5.96330	5.96330	5.96278	5.96278	33699998856
1.05.2019	08:46	5.96278	5.96279	5.96278	5.96279	1500000
1.05.2019	08:47	5.96279	5.96279	5.96162	5.96270	5250000
1.05.2019	08:48	5.96243	5.96269	5.96243	5.96269	11200000048
1.05.2019	08:49	5.96270	5.96270	5.96267	5.96267	1500000
1.05.2019	08:50	5.96269	5.96269	5.96269	5.96269	750000
1.05.2019	08:51	5.96269	5.96269	5.96268	5.96268	1500000
1.05.2019	08:52	5.96270	5.96270	5.96266	5.96268	6000000
1.05.2019	08:53	5.96268	5.96329	5.96264	5.96270	573600006104
1.05.2019	08:54	5.96270	5.96270	5.96203	5.96270	39750000
1.05.2019	08:55	5.96264	5.96272	5.96203	5.96270	184500000
1.05.2019	08:56	5.96271	5.96272	5.96228	5.96270	2039700012207
1.05.2019	08:57	5.96264	5.96276	5.96263	5.96268	113250000
1.05.2019	08:58	5.96268	5.96268	5.96247	5.96267	18700000048
1.05.2019	08:59	5.96267	5.96267	5.96240	5.96267	37400000095
1.05.2019	09:00	5.96269	5.96402	5.96240	5.96354	709599990845
1.05.2019	09:01	5.96359	5.96418	5.96332	5.96391	187299995422
1.05.2019	09:02	5.96359	5.96366	5.96285	5.96294	1019300003052
1.05.2019	09:03	5.96298	5.96342	5.96274	5.96295	1297299957275
1.05.2019	09:04	5.96289	5.96340	5.96264	5.96282	479399986267
1.05.2019	09:05	5.96280	5.96281	5.96253	5.96254	176200008392
1.05.2019	09:06	5.96252	5.96260	5.96243	5.96243	78699998856
1.05.2019	09:07	5.96241	5.96280	5.96241	5.96250	123699998856
1.05.2019	09:08	5.96257	5.96257	5.96249	5.96249	7500000
1.05.2019	09:09	5.96249	5.96256	5.96249	5.96250	7500000
1.05.2019	09:10	5.96250	5.96250	5.96210	5.96250	48699998856
1.05.2019	09:11	5.96250	5.96250	5.96248	5.96250	3750000
1.05.2019	09:12	5.96250	5.96250	5.96243	5.96245	7500000
1.05.2019	09:13	5.96244	5.96248	5.96244	5.96248	4500000
1.05.2019	09:14	5.96248	5.96249	5.96248	5.96249	2250000
1.05.2019	09:15	5.96249	5.96249	5.96245	5.96246	12000000
1.05.2019	09:16	5.96246	5.96246	5.95912	5.95924	673700027466
1.05.2019	09:17	5.95919	5.96026	5.95918	5.95979	479199981689
1.05.2019	09:18	5.95978	5.96030	5.95925	5.95938	190499992371
1.05.2019	09:19	5.95934	5.96000	5.95934	5.95949	223899993896
1.05.2019	09:20	5.95950	5.95992	5.95928	5.95928	206000003815
1.05.2019	09:21	5.95928	5.95928	5.95898	5.95904	12750000
1.05.2019	09:22	5.95901	5.95949	5.95901	5.95949	6000000
1.05.2019	09:23	5.95946	5.95984	5.95716	5.95754	322400016785
1.05.2019	09:24	5.95760	5.95765	5.95710	5.95710	26250000
1.05.2019	09:25	5.95709	5.95715	5.95707	5.95707	24000000
1.05.2019	09:26	5.95706	5.95715	5.95706	5.95709	86199998856
1.05.2019	09:27	5.95716	5.95716	5.95708	5.95710	16500000
1.05.2019	09:28	5.95717	5.95717	5.95697	5.95697	247299995422
1.05.2019	09:29	5.95697	5.95714	5.95690	5.95705	464700012207
1.05.2019	09:30	5.95705	5.95768	5.95692	5.95762	149099998474
1.05.2019	09:31	5.95763	5.95784	5.95757	5.95775	148000001907
1.05.2019	09:32	5.95776	5.95776	5.95759	5.95764	144300003052
1.05.2019	09:33	5.95765	5.95765	5.95760	5.95761	55500001907
1.05.2019	09:34	5.95764	5.95789	5.95741	5.95785	118400001526
1.05.2019	09:35	5.95786	5.95794	5.95784	5.95794	70300002098
1.05.2019	09:36	5.95793	5.95796	5.95793	5.95795	51799998283
1.05.2019	09:37	5.95796	5.95796	5.95794	5.95795	29600000381
1.05.2019	09:38	5.95794	5.95796	5.95782	5.95783	62899999619
1.05.2019	09:39	5.95782	5.95894	5.95782	5.95870	173899993896
1.05.2019	09:40	5.95876	5.95923	5.95862	5.95908	236800003052
1.05.2019	09:41	5.95907	5.95907	5.95883	5.95883	196100006104
1.05.2019	09:42	5.95879	5.95879	5.95848	5.95864	77699999809
1.05.2019	09:43	5.95858	5.95872	5.95855	5.95858	96199998856
1.05.2019	09:44	5.95855	5.95889	5.95849	5.95882	407400016785
1.05.2019	09:45	5.95879	5.95906	5.95869	5.95884	351500015259
1.05.2019	09:46	5.95882	5.95883	5.95854	5.95854	203500003815
1.05.2019	09:47	5.95853	5.95867	5.95848	5.95866	118400001526
1.05.2019	09:48	5.95866	5.95870	5.95853	5.95865	12970000267
1.05.2019	09:49	5.95864	5.95870	5.95856	5.95856	125900001526
1.05.2019	09:50	5.95857	5.95866	5.95825	5.95830	96199998856
1.05.2019	09:51	5.95825	5.95875	5.95810	5.95845	162800006866
1.05.2019	09:52	5.95841	5.95856	5.95831	5.95839	59200000763
1.05.2019	09:53	5.95834	5.95892	5.95828	5.95869	199799995422
1.05.2019	09:54	5.95871	5.95871	5.95784	5.95786	207299995422
1.05.2019	09:55	5.95785	5.95785	5.95778	5.95785	96199998856
1.05.2019	09:56	5.95784	5.95785	5.95782	5.95782	70300002098
1.05.2019	09:57	5.95782	5.95848	5.95782	5.95818	181299991608
1.05.2019	09:58	5.95821	5.95822	5.95804	5.95804	81400003433
1.05.2019	09:59	5.95802	5.95804	5.95706	5.95751	172199993134
1.05.2019	10:00	5.95751	5.95794	5.95718	5.95739	488499984741
1.05.2019	10:01	5.95739	5.95756	5.95719	5.95756	44800000191
1.05.2019	10:02	5.95756	5.95863	5.95756	5.95863	136899995804
1.05.2019	10:03	5.95863	5.95882	5.95846	5.95849	74000000954
1.05.2019	10:04	5.95849	5.95886	5.95769	5.95809	274599990845
1.05.2019	10:05	5.95810	5.95810	5.95809	5.95809	99899997711
1.05.2019	10:06	5.95810	5.95810	5.95723	5.95768	490499992371
1.05.2019	10:07	5.95766	5.95818	5.95754	5.95816	205900001526
1.05.2019	10:08	5.95816	5.95820	5.95809	5.95809	112299995422
1.05.2019	10:09	5.95810	5.95811	5.95789	5.95803	123000001907
1.05.2019	10:10	5.95804	5.95817	5.95798	5.95798	159300003052
1.05.2019	10:11	5.95798	5.95798	5.95769	5.95783	14220000267
1.05.2019	10:12	5.95781	5.95820	5.95781	5.95810	242800006866
1.05.2019	10:13	5.95810	5.95810	5.95715	5.95772	442099990845
1.05.2019	10:14	5.95778	5.95822	5.95721	5.95816	400099983215
1.05.2019	10:15	5.95781	5.95824	5.95715	5.95801	283199996948
1.05.2019	10:16	5.95801	5.95804	5.95773	5.95774	114899997711
1.05.2019	10:17	5.95774	5.95796	5.95730	5.95768	227700004578
1.05.2019	10:18	5.95769	5.95865	5.95715	5.95730	532299995422
1.05.2019	10:19	5.95728	5.95834	5.95728	5.95766	221000003815
1.05.2019	10:20	5.95766	5.95810	5.95761	5.95793	21750000
1.05.2019	10:21	5.95792	5.95799	5.95540	5.95600	426899986267
1.05.2019	10:22	5.95605	5.95624	5.95452	5.95453	195699996948
1.05.2019	10:23	5.95453	5.95492	5.95441	5.95492	193299999237
1.05.2019	10:24	5.95513	5.95835	5.95492	5.95665	857699966431
1.05.2019	10:25	5.95665	5.95667	5.95578	5.95624	228700008392
1.05.2019	10:26	5.95627	5.95679	5.95627	5.95678	168700008392
1.05.2019	10:27	5.95677	5.95689	5.95670	5.95681	14250000
1.05.2019	10:28	5.95681	5.95681	5.95318	5.95454	928499984741
1.05.2019	10:29	5.95455	5.95681	5.95452	5.95630	370900001526
1.05.2019	10:30	5.95629	5.95718	5.95594	5.95594	190900001526
1.05.2019	10:31	5.95595	5.95629	5.95449	5.95459	363600006104
1.05.2019	10:32	5.95460	5.95502	5.95458	5.95489	93199996948
1.05.2019	10:33	5.95490	5.95490	5.95479	5.95479	111000003815
1.05.2019	10:34	5.95479	5.95480	5.95470	5.95470	178799991608
1.05.2019	10:35	5.95470	5.95470	5.95447	5.95447	27750000
1.05.2019	10:36	5.95450	5.95722	5.95360	5.95494	668899993896
1.05.2019	10:37	5.95495	5.95763	5.95489	5.95763	434700012207
1.05.2019	10:38	5.95767	5.95778	5.95717	5.95725	534599990845
1.05.2019	10:39	5.95725	5.95725	5.95329	5.95590	1266100006104
1.05.2019	10:40	5.95590	5.95602	5.95448	5.95599	550499992371
1.05.2019	10:41	5.95609	5.95669	5.95596	5.95669	228400001526
1.05.2019	10:42	5.95681	5.95701	5.95533	5.95628	416100006104
1.05.2019	10:43	5.95626	5.95630	5.95420	5.95515	401100006104
1.05.2019	10:44	5.95517	5.95580	5.95517	5.95579	242700004578
1.05.2019	10:45	5.95589	5.95653	5.95575	5.95577	645999984741
1.05.2019	10:46	5.95575	5.95579	5.95540	5.95541	415800018311
1.05.2019	10:47	5.95541	5.95545	5.95495	5.95518	858399963379
1.05.2019	10:48	5.95523	5.95523	5.95482	5.95484	234799995422
1.05.2019	10:49	5.95486	5.95493	5.95338	5.95338	441199989319
1.05.2019	10:50	5.95337	5.95344	5.95316	5.95329	897900009155
1.05.2019	10:51	5.95330	5.95457	5.95330	5.95457	200200004578
1.05.2019	10:52	5.95457	5.95579	5.95457	5.95483	1006900024414
1.05.2019	10:53	5.95505	5.95516	5.95486	5.95504	34500000
1.05.2019	10:54	5.95505	5.95519	5.95505	5.95509	18750000
1.05.2019	10:55	5.95508	5.95514	5.95506	5.95514	18000000
1.05.2019	10:56	5.95514	5.95517	5.95499	5.95499	18750000
1.05.2019	10:57	5.95499	5.95516	5.95499	5.95509	17250000
1.05.2019	10:58	5.95509	5.95515	5.95508	5.95512	21000000
1.05.2019	10:59	5.95515	5.95515	5.95511	5.95511	11250000
1.05.2019	11:00	5.95511	5.95511	5.95433	5.95457	39000000
1.05.2019	11:01	5.95473	5.95522	5.95473	5.95502	472200012207
1.05.2019	11:02	5.95497	5.95515	5.95487	5.95505	46500000
1.05.2019	11:03	5.95502	5.95503	5.95502	5.95503	6750000
1.05.2019	11:04	5.95504	5.95504	5.95367	5.95470	577299995422
1.05.2019	11:05	5.95473	5.95492	5.95452	5.95490	18750000
1.05.2019	11:06	5.95490	5.95492	5.95490	5.95492	9750000
1.05.2019	11:07	5.95490	5.95490	5.95480	5.95480	15750000
1.05.2019	11:08	5.95479	5.95479	5.95453	5.95453	47250000
1.05.2019	11:09	5.95454	5.95454	5.95437	5.95444	16500000
1.05.2019	11:10	5.95447	5.95447	5.95409	5.95414	123599996567
1.05.2019	11:11	5.95415	5.95420	5.95372	5.95392	254500007629
1.05.2019	11:12	5.95392	5.95398	5.95390	5.95398	17250000
1.05.2019	11:13	5.95400	5.95404	5.95385	5.95404	228700008392
1.05.2019	11:14	5.95404	5.95405	5.95383	5.95400	183700008392
1.05.2019	11:15	5.95400	5.95415	5.95398	5.95410	26250000
1.05.2019	11:16	5.95410	5.95412	5.95377	5.95377	35250000
1.05.2019	11:17	5.95378	5.95390	5.95378	5.95388	30750000
1.05.2019	11:18	5.95389	5.95391	5.95378	5.95378	21750000
1.05.2019	11:19	5.95378	5.95389	5.95378	5.95389	20250000
1.05.2019	11:20	5.95389	5.95411	5.95389	5.95411	36000000
1.05.2019	11:21	5.95409	5.95409	5.95387	5.95404	32250000
1.05.2019	11:22	5.95404	5.95450	5.95392	5.95449	524399986267
1.05.2019	11:23	5.95457	5.95530	5.95451	5.95469	490600013733
1.05.2019	11:24	5.95469	5.95510	5.95463	5.95506	437400016785
1.05.2019	11:25	5.95502	5.95502	5.95471	5.95476	32250000
1.05.2019	11:26	5.95476	5.95744	5.95472	5.95723	306800003052
1.05.2019	11:27	5.95731	5.96015	5.95727	5.95952	366599998474
1.05.2019	11:28	5.95952	5.95979	5.95917	5.95948	250599994659
1.05.2019	11:29	5.95946	5.95963	5.95944	5.95956	24750000
1.05.2019	11:30	5.95940	5.95946	5.95779	5.95792	38250000
1.05.2019	11:31	5.95778	5.96000	5.95772	5.95948	274899997711
1.05.2019	11:32	5.95948	5.95954	5.95920	5.95933	281000003815
1.05.2019	11:33	5.95933	5.95938	5.95917	5.95920	17250000
1.05.2019	11:34	5.95925	5.95949	5.95925	5.95938	202399997711
1.05.2019	11:35	5.95942	5.95959	5.95940	5.95940	288700008392
1.05.2019	11:36	5.95950	5.95972	5.95938	5.95946	479900016785
1.05.2019	11:37	5.95948	5.96012	5.95948	5.95999	348499984741
1.05.2019	11:38	5.95999	5.96004	5.95961	5.95961	31500000
